phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,R40[0.49]&n-Butane[0.51],mixture,R40,n-Butane,0.49,420.80075,5171290.911903699,0.09905017948863283,30.410769442163723,5.059942968554331
INIT,2,R141b[0.50]&R236EA[0.50],mixture,R141b,R236EA,0.5,444.97,3776068.7879754333,0.1087484245893417,20.069940039620764,1.910908710815826
INIT,3,Acetone[0.46]&MD2M[0.54],mixture,Acetone,MD2M,0.46,557.402,2038535.2681647574,0.023985573136036088,0.5005656274112638,0.2085540618290017
INIT,4,MethylOleate[0.48]&MethylLinolenate[0.52],mixture,MethylOleate,MethylLinolenate,0.48,790.9918364833024,1298252.2673753034,-0.05,-1.0,-1.0
INIT,5,MDM[0.49]&HeavyWater[0.51],mixture,MDM,HeavyWater,0.49,605.3888114477257,2744204.5390602467,-0.05,-1.0,-1.0
OPT,1,R236EA[0.20]&MD2M[0.80],mixture,R236EA,MD2M,0.2,562.008,1490269.2418753202,-0.05,-1.0,-1.0
OPT,2,Acetone[0.49]&R141b[0.51],mixture,Acetone,R141b,0.49,492.494,4876695.668892272,0.11337886019362146,11.71915693056178,1.1395599743792115
OPT,3,R236EA[0.47]&R141b[0.53],mixture,R236EA,R141b,0.47000000000000003,446.9218,3800084.361221346,0.11683220295130597,20.36543257491384,1.5261643905851852
OPT,4,R236EA[0.40]&R141b[0.60],mixture,R236EA,R141b,0.4,451.476,3857173.0683145486,0.11607844674389434,18.14543612396351,1.4519299291542336
OPT,5,R236EA[0.26]&R141b[0.74],mixture,R236EA,R141b,0.26,460.5844,3975769.1911795638,0.1197377932010716,17.137612650362072,1.317300699170392
OPT,6,R236EA[0.29]&R141b[0.71],mixture,R236EA,R141b,0.29,458.63259999999997,3949859.847633255,0.11547149359972228,15.68588458127865,1.3527427309610405
OPT,7,R141b[0.09]&R1234ze(Z)[0.91],mixture,R141b,R1234ze(Z),0.09,428.15070000000003,3697150.6459752233,0.10960444945567138,24.737632405449077,2.4052679457124886
OPT,8,R141b[0.50]&R1234ze(Z)[0.50],mixture,R141b,R1234ze(Z),0.5,450.385,4189124.2321484806,0.11897871589177213,20.96536432651484,1.7038809973908866
OPT,9,R141b[0.09]&EthyleneOxide[0.91],mixture,R141b,EthyleneOxide,0.09,469.69220000000007,6811078.0234408695,0.12790195048856,25.491355117093878,2.158172984298142
OPT,10,EthyleneOxide[0.50]&R141b[0.50],mixture,EthyleneOxide,R141b,0.5,473.21000000000004,5257620.468397471,0.11892620495894556,16.54941454729467,1.6096418683528335
OPT,11,EthyleneOxide[0.10]&DiethylEther[0.90],mixture,EthyleneOxide,DiethylEther,0.1,466.92199999999997,3965235.1580931786,0.11228821115572941,14.619086603083323,1.2507840223341626
OPT,12,EthyleneOxide[0.08]&Cyclopentane[0.92],mixture,EthyleneOxide,Cyclopentane,0.08,508.29600000000005,4706356.791872146,0.11637939536076793,8.810769750290623,0.8066308380264652
OPT,13,Cyclopentane[0.50]&EthyleneOxide[0.50],mixture,Cyclopentane,EthyleneOxide,0.5,490.32000000000005,5551048.109776202,0.13270811656710846,16.200585926044905,1.035133046042858
OPT,14,EthyleneOxide[0.24]&Cyclopentane[0.76],mixture,EthyleneOxide,Cyclopentane,0.24,501.44800000000004,4984965.545507206,0.12014355821070168,10.05015700903469,0.8407104449248962
OPT,15,EthyleneOxide[0.07]&R21[0.93],mixture,EthyleneOxide,R21,0.07,452.7008000000001,5416571.849496649,0.11870718458739801,25.063492915663463,2.610354219052042
OPT,16,R141b[0.50]&R21[0.50],mixture,R141b,R21,0.5,464.49,4695814.0533058485,0.12425866582817584,19.5469149271043,1.5936930050944553
OPT,17,EthyleneOxide[0.50]&R21[0.50],mixture,EthyleneOxide,R21,0.5,460.20000000000005,6594894.719331229,0.11942392656923959,26.429800320058682,2.786955240566494
