order,mixture
1,R245ca[0.49]&p-Xylene[0.51]
2,Isopentane[0.49]&n-Hexane[0.51]
3,MD3M[0.48]&trans-2-Butene[0.52]
4,D4[0.48]&EthylBenzene[0.52]
5,trans-2-Butene[0.48]&MD3M[0.52]
6,trans-2-Butene[0.49]&IsoButene[0.51]
7,p-Xylene[0.50]&R245ca[0.50]
8,trans-2-Butene[0.50]&R245ca[0.50]
9,MM[0.49]&IsoButene[0.51]
10,R236EA[0.50]&n-Hexane[0.50]
11,Neopentane[0.50]&m-Xylene[0.50]
12,R11[0.48]&R141b[0.52]
13,R236EA[0.50]&R40[0.50]
14,Isopentane[0.50]&Cyclopentane[0.50]
15,n-Decane[0.50]&Dichloroethane[0.50]
16,R11[0.49]&DiethylEther[0.51]
17,Cyclopentane[0.47]&MethylPalmitate[0.53]
18,R245ca[0.50]&Cyclopentane[0.50]
19,n-Butane[0.49]&Acetone[0.51]
20,R113[0.49]&MethylPalmitate[0.51]
21,Methanol[0.49]&n-Octane[0.51]
22,n-Decane[0.50]&Toluene[0.50]
23,MethylLinolenate[0.50]&R21[0.50]
24,MethylPalmitate[0.48]&DimethylCarbonate[0.52]
25,m-Xylene[0.48]&Methanol[0.52]
26,1-Butene[0.49]&HeavyWater[0.51]
27,Cyclopentane[0.49]&Ethanol[0.51]
28,HeavyWater[0.50]&Novec649[0.50]
