order,mixture
1,n-Undecane
2,MethylPalmitate
3,n-Nonane
4,MethylOleate
5,m-Xylene
6,CycloHexane
7,R113
8,Toluene
9,Cyclopentane
10,Dichloroethane
11,EthyleneOxide
12,R40
13,Methanol
14,Ethanol
15,HeavyWater
16,MethylLinolenate
17,MethylLinoleate
