order,mixture
1,n-Dodecane
2,DimethylCarbonate
3,MDM
4,Methanol
5,R113
1,Ethanol
2,MethylPalmitate
3,MethylLinolenate
4,Benzene
5,n-Decane
6,R245ca
7,D6
8,Toluene
9,MethylOleate
10,p-Xylene
11,Water
12,Novec649
13,R365MFC
14,IsoButene
15,n-Nonane
