order,mixture
1,D5
2,n-Pentane
3,p-Xylene
4,Isopentane
5,R123
1,m-Xylene
2,R11
3,R40
4,Ethanol
5,Water
6,HeavyWater
7,R1234ze(Z)
8,MD2M
9,R21
10,Methanol
11,MM
12,R1233zd(E)
13,n-Decane
14,SulfurDioxide
15,Dichloroethane
