order,mixture
1,Isopentane
2,Benzene
3,Water
4,D4
5,Toluene
1,o-Xylene
2,n-Nonane
3,R21
4,Cyclopentane
5,MD3M
6,HeavyWater
7,MM
8,Methanol
9,Ethanol
10,Dichloroethane
11,DimethylCarbonate
12,Acetone
13,EthyleneOxide
14,m-Xylene
15,CycloHexane
