order,mixture
1,MethylLinolenate[0.28]&IsoButene[0.72]
2,DiethylEther[0.50]&n-Pentane[0.50]
3,1-Butene[0.41]&IsoButene[0.59]
4,n-Pentane[0.50]&R365MFC[0.50]
5,n-Pentane[0.21]&MethylLinolenate[0.79]
6,IsoButene[0.49]&DimethylCarbonate[0.51]
7,Isopentane[0.49]&n-Butane[0.51]
8,n-Heptane[0.50]&Cyclopentane[0.50]
9,n-Nonane[0.49]&DimethylCarbonate[0.51]
10,Isopentane[0.50]&n-Hexane[0.50]
11,1-Butene[0.50]&m-Xylene[0.50]
12,n-Butane[0.50]&R245fa[0.50]
13,cis-2-Butene[0.50]&Novec649[0.50]
14,MD4M[0.47]&MD3M[0.53]
15,Methanol[0.50]&R21[0.50]
16,MD3M[0.48]&n-Butane[0.52]
