phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,n-Dodecane[0.50]&R236EA[0.50],mixture,n-Dodecane,R236EA,0.5,535.27,2526803.0816887906,-0.05,-1.0,-1.0,1.0
INIT,2,n-Undecane[0.50]&Ethanol[0.50],mixture,n-Undecane,Ethanol,0.5,576.755,1303702.7560903358,0.04485263988471122,0.5310776651654673,0.12971162264560035,2.0
INIT,3,MDM[0.50]&Toluene[0.50],mixture,MDM,Toluene,0.5,578.5554500000001,2151554.1981379148,0.10951111498396539,0.894066022546659,0.01910943627167172,3.0
INIT,4,MethylLinoleate[0.49]&Acetone[0.51],mixture,MethylLinoleate,Acetone,0.49,637.4110000000001,2421012.947392062,-0.05,-1.0,-1.0,4.0
INIT,5,Cyclopentane[0.49]&n-Hexane[0.51],mixture,Cyclopentane,n-Hexane,0.49,509.731,3664689.3816965404,0.12095616590474685,6.870743537146167,0.4101239402180632,5.0
OPT,1,Cyclopentane[0.50]&n-Hexane[0.50],mixture,Cyclopentane,n-Hexane,0.5,509.77,3679601.8307590005,0.12175586043011273,7.052625915189641,0.41282078880530154,6.0
OPT,2,Cyclopentane[0.45]&MDM[0.55],mixture,Cyclopentane,MDM,0.45,541.2224950000001,2049853.8312917068,0.04607340393213844,1.1267974581890148,0.2740408667702331,7.0
OPT,3,Toluene[0.49]&n-Hexane[0.51],mixture,Toluene,n-Hexane,0.49,554.4714155252029,3912410.155689999,0.12552152823422968,3.8559016166528592,0.13867700794580592,8.0
OPT,4,Cyclopentane[0.50]&MDM[0.50],mixture,Cyclopentane,MDM,0.5,538.54045,2154205.5757107073,0.05815261536366597,1.3573286426684048,0.22302422483303017,9.0
OPT,5,Cyclopentane[0.24]&n-Hexane[0.76],mixture,Cyclopentane,n-Hexane,0.24,508.756,3323140.288601127,0.1177166813718966,6.040576680668262,0.34959964838790364,10.0
OPT,6,Cyclopentane[0.18]&Toluene[0.82],mixture,Cyclopentane,Toluene,0.18,577.3445999999999,4193896.546775797,0.12373267295749138,3.159151705891577,0.12326423632300428,11.0
OPT,7,Cyclopentane[0.37]&MDM[0.63],mixture,Cyclopentane,MDM,0.37,545.513767,1903411.4804578007,0.06253199622100669,1.4098672344422418,0.15541006208743197,12.0
OPT,8,MDM[0.37]&Toluene[0.63],mixture,MDM,Toluene,0.37,581.986033,2461167.470213161,0.11350632744133235,1.0187050783744542,0.024075868602252578,13.0
OPT,9,Cyclopentane[0.39]&Toluene[0.61],mixture,Cyclopentane,Toluene,0.39,560.5382999999999,4279572.648827676,0.10806839780232028,3.7831416666873507,0.281804084059856,14.0
OPT,10,MDM[0.49]&Toluene[0.51],mixture,MDM,Toluene,0.49,578.819341,2172667.061717403,0.11015700614498382,0.9984426607430973,0.021347117659417134,15.0
OPT,11,MDM[0.47]&Toluene[0.53],mixture,MDM,Toluene,0.47000000000000003,579.347123,2216112.7102663256,0.10850941764907984,1.0825321197708582,0.026623163864994324,16.0
OPT,12,MDM[0.09]&n-Hexane[0.91],mixture,MDM,n-Hexane,0.09,512.998681,2741740.57962406,0.11536808770846493,4.691349591156129,0.18579263565585832,17.0
OPT,13,MDM[0.45]&Toluene[0.55],mixture,MDM,Toluene,0.45,579.874905,2261265.838999543,0.11024544366645622,0.9330056193839672,0.021483752715529027,18.0
OPT,14,MDM[0.10]&n-Hexane[0.90],mixture,MDM,n-Hexane,0.1,513.5740900000001,2712188.7242762493,0.11451080478878557,4.584839311488076,0.1812749576868354,19.0
