phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,n-Undecane,pure,n-Undecane,,1.0,638.8000144673849,1990452.1527680526,-0.05,-1.0,-1.0
INIT,2,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.09086636457709872,0.6247520273196682,0.01816603139212951
INIT,3,R245ca,pure,R245ca,,1.0,447.5699955219675,3940740.1841818695,0.11221483272535472,19.312768987493346,1.4572012715269331
INIT,4,n-Pentane,pure,n-Pentane,,1.0,469.69999987111663,3367518.9836068754,0.11407073156175082,12.118802298442692,0.9864351459361431
INIT,5,R11,pure,R11,,1.0,471.1099999985589,4407637.999963813,0.10948809193378181,16.058671084858688,2.0805289947704417
INIT,6,Neopentane,pure,Neopentane,,1.0,433.73959183134286,3196297.459275961,0.0800341439158019,15.676584001958455,3.514062362628773
INIT,7,Ethanol,pure,Ethanol,,1.0,514.7092848812961,6267914.582702095,0.11772281919931091,5.0172254596400405,0.19463956324372028
INIT,8,CycloHexane,pure,CycloHexane,,1.0,553.6000188557726,4080525.8791621355,0.12239300203291374,3.905111634523624,0.2096515700253096
OPT,9,DimethylCarbonate,pure,DimethylCarbonate,,1.0,557.0000000185722,4908754.940663761,0.12639107666449254,3.4163258839708748,0.12641021186954793
OPT,10,Dichloroethane,pure,Dichloroethane,,1.0,561.5800290671409,5226120.870131313,0.13100594008285643,3.9193344654182907,0.16672322050224994
OPT,11,Toluene,pure,Toluene,,1.0,591.7490789362913,4126346.9485955853,0.11634797164415756,1.67975787656367,0.08686286825213371
OPT,12,n-Hexane,pure,n-Hexane,,1.0,507.8199998837351,3044115.3230223763,0.11522027964292365,5.483393051890883,0.30833446592322
OPT,13,EthyleneOxide,pure,EthyleneOxide,,1.0,468.9200076903809,7304686.9983511865,0.12417584167101858,26.411577203410133,2.521782175134146
OPT,14,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11350430098224716,50.459232290492935,5.837698150283973
OPT,15,R40,pure,R40,,1.0,418.62565210586763,6929002.575398743,0.1082413483436408,56.27289907793951,7.74683970791178
OPT,16,Water,pure,Water,,1.0,647.0959999999873,22063999.999997754,0.003480830775432072,2.5225945124443343,2.3574060868511513
OPT,17,Acetone,pure,Acetone,,1.0,508.10000903114974,4692416.5561745,0.12784841799016752,8.320293625126935,0.46886037404381076
OPT,18,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
OPT,19,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0
OPT,20,MethylPalmitate,pure,MethylPalmitate,,1.0,755.0001061380809,1349957.890312988,-0.05,-1.0,-1.0
