order,mixture
1,n-Undecane
2,MDM
3,R245ca
4,n-Pentane
5,R11
6,Neopentane
7,Ethanol
8,CycloHexane
9,DimethylCarbonate
10,Dichloroethane
11,Toluene
12,n-Hexane
13,EthyleneOxide
14,SulfurDioxide
15,R40
16,Water
17,Acetone
18,MethylOleate
19,MethylLinolenate
20,MethylPalmitate
