order,mixture
1,Novec649
2,Acetone
3,R123
4,EthylBenzene
5,n-Hexane
6,Methanol
7,MethylLinoleate
8,R40
9,MethylOleate
10,Ethanol
11,R21
12,Isohexane
13,R142b
14,MM
15,n-Dodecane
16,MD4M
17,Isopentane
18,IsoButene
19,MD2M
20,n-Undecane
21,1-Butene
22,D5
23,Neopentane
24,R1233zd(E)
25,R245fa
