order,mixture
1,SulfurDioxide
2,MethylOleate
3,R114
4,Methanol
5,EthyleneOxide
6,n-Decane
7,MethylLinolenate
8,MethylPalmitate
9,Novec649
10,Isohexane
11,MDM
12,n-Dodecane
13,MD4M
14,R40
15,D6
16,MM
17,R236EA
18,R245ca
19,Isopentane
20,MD3M
21,trans-2-Butene
22,R365MFC
23,n-Undecane
24,MD2M
25,Neopentane
