order,mixture
1,Cyclopentane
2,n-Decane
3,Isohexane
4,DiethylEther
5,R245fa
1,Benzene
2,Water
3,R365MFC
4,HeavyWater
5,Methanol
6,Ethanol
7,Dichloroethane
8,R40
9,R142b
10,MethylOleate
11,DimethylCarbonate
12,Toluene
13,Acetone
14,EthyleneOxide
15,m-Xylene
