phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.0984812141914615,0.6211313054665897,0.011038474898662068
INIT,2,MethylLinoleate,pure,MethylLinoleate,,1.0,799.0001945392406,1340820.8824579124,-0.05,-1.0,-1.0
INIT,3,R236EA,pure,R236EA,,1.0,412.4089900338652,3413692.778348532,0.09940305820998506,31.288596588645355,2.883469608644253
INIT,4,MM,pure,MM,,1.0,518.7001252823088,1931134.437174969,0.10245102505866421,2.367280028729011,0.09164366343518765
INIT,5,R1233zd(E),pure,R1233zd(E),,1.0,438.860000000042,3582752.889649124,0.11271700078624625,20.88307119532655,1.8449533111342096
OPT,6,R21,pure,R21,,1.0,452.72016234362053,5288505.217724644,0.12020188285158988,25.647235368763447,2.548535288910472
OPT,7,Isopentane,pure,Isopentane,,1.0,460.3497947114459,3378217.2241799296,0.11186867250609776,14.32869846341731,1.2924497354939801
OPT,8,MD4M,pure,MD4M,,1.0,653.199999427594,828558.7151384281,0.01231034994167695,0.010799389912135436,0.007016270921484533
OPT,9,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
OPT,10,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0
OPT,11,MethylPalmitate,pure,MethylPalmitate,,1.0,755.0001061380809,1349957.890312988,-0.05,-1.0,-1.0
OPT,12,Novec649,pure,Novec649,,1.0,441.81001489490177,1869027.1118194864,0.08387913876348327,9.375473304888077,0.7352500127266894
OPT,13,cis-2-Butene,pure,cis-2-Butene,,1.0,435.7500765852436,4236038.176467434,0.11357511243807439,26.90924846724255,2.9172417779967748
OPT,14,R142b,pure,R142b,,1.0,410.2602326520994,4054783.4201340955,0.10014330468602974,36.96701207541207,4.5493246012824
OPT,15,R365MFC,pure,R365MFC,,1.0,460.0031716751766,3266391.896123609,0.11076631237199011,12.558450979817806,0.8409220728943952
OPT,16,n-Decane,pure,n-Decane,,1.0,617.6988452458754,2101336.691813891,0.09858843856682975,0.1907155092106948,0.005215463438816649
OPT,17,MD2M,pure,MD2M,,1.0,599.3992011721302,1144009.0031759262,0.09439171352011323,0.1783698165287402,0.0015992975227554856
OPT,18,D4,pure,D4,,1.0,586.5000035318247,1347215.4316793245,0.09676052875714246,0.279636174402457,0.0031062556294223754
OPT,19,trans-2-Butene,pure,trans-2-Butene,,1.0,428.61053576550944,4019095.037933443,0.10552754306860061,25.67388483732919,3.3922601352359383
OPT,20,Neopentane,pure,Neopentane,,1.0,433.73959183134286,3196297.459275961,0.10412246078341669,21.081117817128234,2.333200406000142
OPT,21,n-Butane,pure,n-Butane,,1.0,425.125000000008,3796000.0174158094,0.10695160918302715,28.557524381444527,3.3171447120230955
OPT,22,R114,pure,R114,,1.0,420.6077250633603,3352482.0281048496,0.1025911023193902,27.12323881970316,2.9284060738126
OPT,23,1-Butene,pure,1-Butene,,1.0,419.29017967227105,4005723.7313242294,0.10600675446280393,33.07637344646705,3.988827588310168
OPT,24,R245fa,pure,R245fa,,1.0,427.00998969559254,3650995.024128124,0.10153347072207043,24.493767923801876,2.53246228099062
OPT,25,R1234ze(Z),pure,R1234ze(Z),,1.0,423.2703783954189,3530642.6307265745,0.10933467940040617,26.474428784168015,2.4772591461269773
