phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,n-Dodecane,pure,n-Dodecane,,1.0,658.1000268582027,1817569.5498990365,-0.05,-1.0,-1.0
INIT,2,DimethylCarbonate,pure,DimethylCarbonate,,1.0,557.0000000185722,4908754.940663761,0.12747116860083907,3.3985003530996996,0.12034040107501585
INIT,3,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.09888155810842421,0.5542195899964916,0.009579957683198184
INIT,4,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.12441796135569962,7.195082203229333,0.3147274049994099
INIT,5,R113,pure,R113,,1.0,487.2100000166609,3392266.3311416013,0.11706110395726031,9.123189499797279,0.6667624682884226
OPT,1,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13521024396478645,8.999646570715967,0.2821440277343398
OPT,2,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13460742613364501,9.584043961227565,0.3116946814154719
OPT,3,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.1344349910581179,8.921157870966535,0.28712233210026294
OPT,4,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13434540529166938,9.524456280897931,0.3122710032170838
OPT,5,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.1361326544905106,9.330901526104311,0.2852285178224301
OPT,6,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13634183983573422,9.519929165566772,0.29014397241510714
OPT,7,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.12834530962682575,9.576169285713688,0.3893973653418958
OPT,8,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13577700957600866,9.211906249890955,0.28442791912406173
OPT,9,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.1366600415723525,9.421471334871834,0.2831097758451989
OPT,10,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13575514602022623,9.585947092764092,0.29898986016088336
OPT,11,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.12458583745139962,7.54921426457759,0.33193743825760286
