order,mixture
1,MD3M[0.48]&trans-2-Butene[0.52]
2,MethylLinolenate[0.49]&IsoButene[0.51]
3,IsoButene[0.42]&p-Xylene[0.58]
4,Isopentane[0.48]&n-Hexane[0.52]
5,EthylBenzene[0.43]&D4[0.57]
6,1-Butene[0.50]&Isohexane[0.50]
7,R245ca[0.50]&Cyclopentane[0.50]
8,MethylLinoleate[0.50]&Cyclopentane[0.50]
9,MethylLinolenate[0.48]&EthyleneOxide[0.52]
10,n-Nonane[0.50]&Benzene[0.50]
11,R142b[0.49]&R236EA[0.51]
12,Benzene[0.50]&n-Dodecane[0.50]
13,R245fa[0.49]&Cyclopentane[0.51]
14,Acetone[0.48]&R141b[0.52]
15,Cyclopentane[0.48]&R11[0.52]
16,p-Xylene[0.49]&Benzene[0.51]
17,Toluene[0.50]&o-Xylene[0.50]
18,Dichloroethane[0.49]&1-Butene[0.51]
