order,mixture
1,p-Xylene[0.46]&R11[0.54]
2,R11[0.47]&1-Butene[0.53]
3,R11[0.34]&p-Xylene[0.66]
4,p-Xylene[0.30]&R11[0.70]
5,MD2M[0.42]&p-Xylene[0.58]
6,n-Dodecane[0.49]&MD4M[0.51]
7,Ethanol[0.49]&IsoButene[0.51]
8,Neopentane[0.48]&1-Butene[0.52]
9,Isopentane[0.49]&R365MFC[0.51]
10,MD2M[0.49]&MethylPalmitate[0.51]
11,D6[0.49]&n-Decane[0.51]
12,R245fa[0.50]&EthyleneOxide[0.50]
13,D5[0.49]&MethylLinolenate[0.51]
14,MethylOleate[0.49]&n-Octane[0.51]
15,MD4M[0.50]&MethylOleate[0.50]
16,Water[0.49]&CycloHexane[0.51]
17,R21[0.50]&IsoButene[0.50]
18,Toluene[0.50]&Methanol[0.50]
19,Benzene[0.50]&o-Xylene[0.50]
20,R21[0.47]&SulfurDioxide[0.53]
