order,mixture
1,MethylPalmitate
2,trans-2-Butene
3,SulfurDioxide
4,Methanol
5,Ethanol
6,MDM
7,o-Xylene
8,HeavyWater
9,CycloHexane
10,MethylLinoleate
11,MethylLinolenate
12,n-Dodecane
13,D6
14,n-Heptane
15,Novec649
16,Toluene
17,R21
18,Acetone
19,p-Xylene
