order,mixture
1,SulfurDioxide
2,MethylOleate
3,R141b
4,R21
5,MM
6,Cyclopentane
7,R40
8,CycloHexane
9,R11
10,MD4M
11,MethylLinoleate
12,MethylLinolenate
13,R236EA
14,EthylBenzene
15,p-Xylene
16,R142b
17,n-Heptane
18,n-Hexane
19,n-Nonane
20,MethylPalmitate
21,n-Undecane
22,n-Octane
23,Isohexane
