order,mixture
1,MethylOleate[0.50]&Acetone[0.50]
2,MD4M[0.49]&R11[0.51]
3,D5[0.50]&n-Octane[0.50]
4,R11[0.50]&MD4M[0.50]
5,Toluene[0.49]&R245fa[0.51]
6,R11[0.36]&D5[0.64]
7,R245fa[0.33]&Toluene[0.67]
8,trans-2-Butene[0.28]&n-Butane[0.72]
9,R1234ze(Z)[0.50]&R236EA[0.50]
10,m-Xylene[0.49]&R1234ze(Z)[0.51]
11,cis-2-Butene[0.50]&R236EA[0.50]
12,DiethylEther[0.49]&R142b[0.51]
13,cis-2-Butene[0.49]&Dichloroethane[0.51]
14,R1234ze(Z)[0.46]&n-Pentane[0.54]
15,R245fa[0.50]&Ethanol[0.50]
16,R11[0.50]&R123[0.50]
17,EthyleneOxide[0.49]&Neopentane[0.51]
18,R236EA[0.50]&Acetone[0.50]
19,Acetone[0.48]&DimethylCarbonate[0.52]
20,DimethylCarbonate[0.49]&Dichloroethane[0.51]
21,CycloHexane[0.50]&o-Xylene[0.50]
22,n-Nonane[0.50]&Ethanol[0.50]
23,EthylBenzene[0.49]&DimethylCarbonate[0.51]
24,Toluene[0.50]&p-Xylene[0.50]
25,m-Xylene[0.48]&o-Xylene[0.52]
26,n-Butane[0.50]&SulfurDioxide[0.50]
27,R245ca[0.50]&Benzene[0.50]
28,n-Octane[0.48]&Cyclopentane[0.52]
