phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,n-Decane[0.50]&R123[0.50],mixture,n-Decane,R123,0.5,537.2655,2753420.3829203025,0.016476707480129887,1.0185941015072089,0.6349569462541463,6.0
INIT,2,Toluene[0.50]&Cyclopentane[0.50],mixture,Toluene,Cyclopentane,0.5,551.735,4327793.207696328,0.1198111877588455,4.583046241844555,0.25020247550127256,7.0
INIT,3,R123[0.33]&R245fa[0.67],mixture,R123,R245fa,0.33,436.85093,3970792.256813688,0.11014388981514094,23.54425038697581,1.9905790189782795,8.0
INIT,4,Toluene[0.18]&Cyclopentane[0.82],mixture,Toluene,Cyclopentane,0.18,526.1254,4483415.632965268,0.13229992195807155,7.447261644869917,0.36019196187420766,9.0
INIT,5,Toluene[0.06]&n-Decane[0.94],mixture,Toluene,n-Decane,0.06,628.5230222260393,2431698.978734043,0.10664934685913115,0.3565568397594851,0.0055485869430250065,10.0
OPT,6,trans-2-Butene[0.48]&Acetone[0.52],mixture,trans-2-Butene,Acetone,0.48,465.0832244636979,4795752.126765534,0.11052879091978005,19.350165699984316,1.9051442645063352,11.0
OPT,7,MethylPalmitate[0.49]&MDM[0.51],mixture,MethylPalmitate,MDM,0.49,658.2840590000001,1520248.667331927,-0.05,-1.0,-1.0,12.0
OPT,8,DimethylCarbonate[0.48]&R1234ze(Z)[0.52],mixture,DimethylCarbonate,R1234ze(Z),0.48,487.46040000000005,4246171.796202962,0.09625989918180845,9.769835318908424,1.0454190723405992,13.0
OPT,9,n-Butane[0.50]&n-Decane[0.50],mixture,n-Butane,n-Decane,0.5,584.1733712500001,4625811.853445684,-0.05,-1.0,-1.0,14.0
OPT,10,R1234ze(Z)[0.49]&p-Xylene[0.51],mixture,R1234ze(Z),p-Xylene,0.49,521.64798,3749501.6457621036,0.0358115745252941,2.667962552030756,1.1518981944806983,15.0
OPT,11,R11[0.48]&R142b[0.52],mixture,R11,R142b,0.48,439.468,4496593.750427261,0.11893771881581142,28.161588023005248,2.4678693834618257,16.0
OPT,12,Novec649[0.50]&n-Hexane[0.50],mixture,Novec649,n-Hexane,0.5,474.815,2271731.872846145,0.10230322231317697,6.897522774098307,0.3718213051337447,17.0
OPT,13,n-Nonane[0.49]&Benzene[0.51],mixture,n-Nonane,Benzene,0.49,615.7830794090676,4501133.746978862,0.09889919558747487,1.7615898732562913,0.10125022345691362,18.0
OPT,14,MethylPalmitate[0.49]&R141b[0.51],mixture,MethylPalmitate,R141b,0.49,613.475,1997662.700738132,-0.05,-1.0,-1.0,19.0
OPT,15,DimethylCarbonate[0.50]&R114[0.50],mixture,DimethylCarbonate,R114,0.5,487.91499999999996,4641656.245733273,0.07941795632428394,9.814665448334774,1.6141265382140757,20.0
