order,mixture
1,R113[0.49]&D6[0.51]
2,MethylOleate[0.50]&CycloHexane[0.50]
3,1-Butene[0.45]&m-Xylene[0.55]
4,1-Butene[0.43]&m-Xylene[0.57]
5,m-Xylene[0.28]&SulfurDioxide[0.72]
6,m-Xylene[0.49]&1-Butene[0.51]
7,MethylOleate[0.49]&CycloHexane[0.51]
8,CycloHexane[0.33]&MethylOleate[0.67]
9,CycloHexane[0.32]&MethylOleate[0.68]
10,CycloHexane[0.30]&MethylOleate[0.70]
11,MethylOleate[0.46]&CycloHexane[0.54]
12,CycloHexane[0.13]&SulfurDioxide[0.87]
13,CycloHexane[0.08]&SulfurDioxide[0.92]
14,CycloHexane[0.50]&SulfurDioxide[0.50]
