order,mixture
1,HeavyWater[0.35]&IsoButene[0.65]
2,HeavyWater[0.33]&EthylBenzene[0.67]
3,EthylBenzene[0.35]&n-Octane[0.65]
4,trans-2-Butene[0.29]&IsoButene[0.71]
5,Benzene[0.29]&HeavyWater[0.71]
6,Novec649[0.49]&D4[0.51]
7,n-Heptane[0.49]&CycloHexane[0.51]
8,p-Xylene[0.49]&Toluene[0.51]
9,n-Undecane[0.50]&CycloHexane[0.50]
10,n-Decane[0.50]&n-Pentane[0.50]
11,Water[0.48]&R114[0.52]
12,Novec649[0.50]&SulfurDioxide[0.50]
13,cis-2-Butene[0.49]&HeavyWater[0.51]
14,R113[0.49]&Water[0.51]
15,Neopentane[0.50]&HeavyWater[0.50]
16,Water[0.49]&cis-2-Butene[0.51]
17,Water[0.49]&MethylOleate[0.51]
18,EthyleneOxide[0.50]&Acetone[0.50]
19,Water[0.49]&SulfurDioxide[0.51]
20,Water[0.48]&HeavyWater[0.52]
21,R245ca[0.49]&Water[0.51]
22,Water[0.50]&MethylPalmitate[0.50]
23,Benzene[0.50]&HeavyWater[0.50]
24,MDM[0.46]&CycloHexane[0.54]
25,Water[0.50]&DimethylCarbonate[0.50]
