order,mixture
1,R245ca
2,DimethylCarbonate
3,R114
4,o-Xylene
5,R11
6,p-Xylene
7,Methanol
8,R365MFC
9,D4
10,EthyleneOxide
11,CycloHexane
12,SulfurDioxide
13,Ethanol
14,MethylPalmitate
15,Water
16,MethylOleate
17,Toluene
18,n-Dodecane
19,Dichloroethane
20,D6
21,MM
22,Acetone
23,R40
24,R21
25,Benzene
26,R142b
27,IsoButene
28,1-Butene
