phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,p-Xylene[0.46]&R11[0.54],mixture,p-Xylene,R11,0.46,537.83668,4008198.841325782,0.051290793581886394,2.176164894923065,0.6869456440617857,5.2
INIT,2,R11[0.47]&1-Butene[0.53],mixture,R11,1-Butene,0.47000000000000003,443.6454,4329390.192802804,0.11899351994618741,25.254144898243712,2.3448546189494515,6.2
INIT,3,R11[0.34]&p-Xylene[0.66],mixture,R11,p-Xylene,0.34,566.84828,3832489.6941204704,0.04792708694564704,1.839214657855387,0.5623820276194488,7.2
INIT,4,p-Xylene[0.30]&R11[0.70],mixture,p-Xylene,R11,0.3,514.6274,4147897.3846933767,0.0793402521465014,4.423679527893885,0.8110095200893698,8.2
INIT,5,MD2M[0.42]&p-Xylene[0.58],mixture,MD2M,p-Xylene,0.42,609.12544,1871520.298765164,0.10230964413321726,0.43378622104113224,0.007197921598942423,9.2
OPT,6,n-Dodecane[0.49]&MD4M[0.51],mixture,n-Dodecane,MD4M,0.49,655.601,1121957.7545048972,-0.05,-1.0,-1.0,10.2
OPT,7,Ethanol[0.49]&IsoButene[0.51],mixture,Ethanol,IsoButene,0.49,464.11544880363385,5699195.804226188,0.08729753054306237,19.85303930312715,2.7718783115222316,11.2
OPT,8,Neopentane[0.48]&1-Butene[0.52],mixture,Neopentane,1-Butene,0.48,426.226,3520909.616397909,0.09971783304722204,20.219572120149913,2.9385512052071734,12.2
OPT,9,Isopentane[0.49]&R365MFC[0.51],mixture,Isopentane,R365MFC,0.49,442.7933460071955,3200458.10922164,0.10959114021433364,17.470294118228498,1.3906790390969106,13.2
OPT,10,DiethylEther[0.50]&R123[0.50],mixture,DiethylEther,R123,0.5,461.7655,3767096.2384420726,0.11096073138496985,14.500561175282314,1.3438067968026504,14.2
OPT,11,MD4M[0.49]&EthylBenzene[0.51],mixture,MD4M,EthylBenzene,0.49,634.7992,1321436.1507400656,-0.05,-1.0,-1.0,15.2
OPT,12,R21[0.49]&1-Butene[0.51],mixture,R21,1-Butene,0.49,435.0631,4889792.127088622,0.10756282902211994,27.357582379748006,3.6027594826889415,16.2
OPT,13,R123[0.50]&cis-2-Butene[0.50],mixture,R123,cis-2-Butene,0.5,446.2905,4146768.410604459,0.11551794674367939,21.337606410908535,1.9635405730560986,17.2
OPT,14,n-Butane[0.48]&Water[0.52],mixture,n-Butane,Water,0.48,576.8778266504808,62202764.2404836,-0.05,-1.0,-1.0,18.2
OPT,15,Benzene[0.50]&SulfurDioxide[0.50],mixture,Benzene,SulfurDioxide,0.5,521.755866453125,8267223.579883474,0.02236582935758036,11.17839655150138,7.7174080079974,19.2
OPT,16,MD4M[0.49]&DiethylEther[0.51],mixture,MD4M,DiethylEther,0.49,558.085,1201101.0278762658,-0.05,-1.0,-1.0,20.2
