order,mixture
1,R40[0.49]&n-Butane[0.51]
2,R141b[0.50]&R236EA[0.50]
3,Acetone[0.46]&MD2M[0.54]
4,MethylOleate[0.48]&MethylLinolenate[0.52]
5,MDM[0.49]&HeavyWater[0.51]
1,R236EA[0.20]&MD2M[0.80]
2,Acetone[0.49]&R141b[0.51]
3,R236EA[0.47]&R141b[0.53]
4,R236EA[0.40]&R141b[0.60]
5,R236EA[0.26]&R141b[0.74]
6,R236EA[0.29]&R141b[0.71]
7,R141b[0.09]&R1234ze(Z)[0.91]
8,R141b[0.50]&R1234ze(Z)[0.50]
9,R141b[0.09]&EthyleneOxide[0.91]
10,EthyleneOxide[0.50]&R141b[0.50]
11,EthyleneOxide[0.10]&DiethylEther[0.90]
12,EthyleneOxide[0.08]&Cyclopentane[0.92]
13,Cyclopentane[0.50]&EthyleneOxide[0.50]
14,EthyleneOxide[0.24]&Cyclopentane[0.76]
15,EthyleneOxide[0.07]&R21[0.93]
16,R141b[0.50]&R21[0.50]
17,EthyleneOxide[0.50]&R21[0.50]
18,EthyleneOxide[0.21]&Cyclopentane[0.79]
19,EthyleneOxide[0.05]&1-Butene[0.95]
20,EthyleneOxide[0.05]&MD2M[0.95]
