order,mixture
1,R236EA[0.43]&R40[0.57]
2,MethylLinolenate[0.49]&R141b[0.51]
3,n-Butane[0.49]&MD2M[0.51]
4,R236EA[0.46]&R40[0.54]
5,n-Butane[0.32]&R141b[0.68]
6,SulfurDioxide[0.49]&n-Decane[0.51]
7,R245ca[0.48]&R1233zd(E)[0.52]
8,R113[0.48]&Isopentane[0.52]
9,R365MFC[0.49]&DimethylCarbonate[0.51]
10,Methanol[0.49]&Novec649[0.51]
11,R40[0.50]&n-Hexane[0.50]
12,MethylLinolenate[0.49]&o-Xylene[0.51]
13,HeavyWater[0.50]&Novec649[0.50]
14,D5[0.47]&MethylOleate[0.53]
15,Neopentane[0.49]&Novec649[0.51]
16,SulfurDioxide[0.50]&Cyclopentane[0.50]
17,Acetone[0.49]&n-Undecane[0.51]
18,n-Pentane[0.50]&MM[0.50]
