phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,o-Xylene,pure,o-Xylene,,1.0,630.259003064399,3737459.7566424324,0.10148297450934195,0.3386190216944524,0.01773588350380181
INIT,2,MM,pure,MM,,1.0,518.7001252823088,1931134.437174969,0.09915361090784913,2.0624559007099643,0.09396504529418274
INIT,3,1-Butene,pure,1-Butene,,1.0,419.29017967227105,4005723.7313242294,0.09345926569846727,31.989584425363013,5.371704556658028
INIT,4,R236EA,pure,R236EA,,1.0,412.4089900338652,3413692.778348532,0.09938794567970811,31.038489623736538,2.883330330163553
INIT,5,CycloHexane,pure,CycloHexane,,1.0,553.6000188557726,4080525.8791621355,0.026927637500436235,4.042219124311135,2.619896949716244
OPT,6,Isohexane,pure,Isohexane,,1.0,497.70089775111575,3042658.694875517,0.10850922157891658,6.733404751305455,0.5073597827365258
OPT,7,MD4M,pure,MD4M,,1.0,653.199999427594,828558.7151384281,-0.05,-1.0,-1.0
OPT,8,DiethylEther,pure,DiethylEther,,1.0,467.8996408899039,3717320.6335552176,0.05053270318726683,13.403269482187012,5.693408794765888
OPT,9,n-Hexane,pure,n-Hexane,,1.0,507.8199998837351,3044115.3230223763,0.1150966161880397,5.464163004009469,0.30862021302879117
OPT,10,MD2M,pure,MD2M,,1.0,599.3992011721302,1144009.0031759262,0.02559210188182494,0.17989508215585248,0.08752653178084051
OPT,11,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.1177875461530045,53.614867142272644,5.436875937305052
OPT,12,R40,pure,R40,,1.0,418.62565210586763,6929002.575398743,0.10305976585105,46.94069609534029,7.928366658611021
OPT,13,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0
OPT,14,R142b,pure,R142b,,1.0,410.2602326520994,4054783.4201340955,0.10018992043356138,36.527865704489194,4.549094972003815
OPT,15,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
OPT,16,R1234ze(Z),pure,R1234ze(Z),,1.0,423.2703783954189,3530642.6307265745,0.10934851950950122,26.606461812018942,2.483126964152115
OPT,17,cis-2-Butene,pure,cis-2-Butene,,1.0,435.7500765852436,4236038.176467434,0.11164013219211087,25.24440178595862,2.9229866774459268
OPT,18,n-Undecane,pure,n-Undecane,,1.0,638.8000144673849,1990452.1527680526,0.09746130905590193,0.1358962706290628,0.002978150077118652
OPT,19,MethylPalmitate,pure,MethylPalmitate,,1.0,755.0001061380809,1349957.890312988,-0.05,-1.0,-1.0
OPT,20,MethylLinoleate,pure,MethylLinoleate,,1.0,799.0001945392406,1340820.8824579124,-0.05,-1.0,-1.0
OPT,21,trans-2-Butene,pure,trans-2-Butene,,1.0,428.61053576550944,4019095.037933443,0.11079824231736309,28.45300881565091,3.1770831107137694
OPT,22,MD3M,pure,MD3M,,1.0,628.0000256535702,953950.681224102,0.09151829378388972,0.052221098594621505,0.00022747960032253972
OPT,23,R245fa,pure,R245fa,,1.0,427.00998969559254,3650995.024128124,0.10823020133582235,25.70596222699406,2.1238503128310513
OPT,24,MDM,pure,MDM,,1.0,565.3609009312738,1437537.7755043951,0.098133232846982,0.6113236129521509,0.011117793487743827
OPT,25,n-Heptane,pure,n-Heptane,,1.0,541.2259150893126,2773824.280294774,0.11550394350072123,2.582781789561086,0.09923527447486573
