phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,Cyclopentane[0.47]&MD4M[0.53],mixture,Cyclopentane,MD4M,0.47000000000000003,586.7044000000001,1252226.7209527644,-0.05,-1.0,-1.0,5.4
INIT,2,R1234ze(Z)[0.42]&CycloHexane[0.58],mixture,R1234ze(Z),CycloHexane,0.42,498.86139999999995,4265964.704851528,0.09739292805584886,9.238491819017467,1.0079507946822324,6.4
INIT,3,R1234ze(Z)[0.50]&MDM[0.50],mixture,R1234ze(Z),MDM,0.5,494.31545,2216802.872921438,0.01712712706487195,1.9809307797072688,1.1750355672520352,7.4
INIT,4,DimethylCarbonate[0.31]&R1234ze(Z)[0.69],mixture,DimethylCarbonate,R1234ze(Z),0.31,464.7262999999999,4002982.9137884984,0.09271139000050596,14.082510774841966,1.910345868174529,8.4
INIT,5,DimethylCarbonate[0.19]&MD4M[0.81],mixture,DimethylCarbonate,MD4M,0.19,634.9220000000001,951034.3536163885,-0.05,-1.0,-1.0,9.4
OPT,6,Ethanol[0.50]&trans-2-Butene[0.50],mixture,Ethanol,trans-2-Butene,0.5,466.53581868906247,5558233.932741148,0.09035924676470412,17.160715440846328,2.230572061913891,10.4
OPT,7,Benzene[0.50]&R142b[0.50],mixture,Benzene,R142b,0.5,486.14,4704622.7215812765,0.03401687246855459,11.394990149734085,6.292060264794653,11.4
OPT,8,p-Xylene[0.50]&R142b[0.50],mixture,p-Xylene,R142b,0.5,513.2139999999999,3890545.944980258,0.0022929703062535447,2.7739167027661917,2.639819582360354,12.4
OPT,9,SulfurDioxide[0.49]&cis-2-Butene[0.51],mixture,SulfurDioxide,cis-2-Butene,0.49,433.2461,8795309.844872294,0.0880914112059756,33.440816745974665,7.267855089129164,13.4
OPT,10,Novec649[0.47]&R142b[0.53],mixture,Novec649,R142b,0.47000000000000003,425.0885,2731512.154515579,0.08466827406319927,18.894495570569134,2.06956370655076,14.4
OPT,11,SulfurDioxide[0.49]&n-Butane[0.51],mixture,SulfurDioxide,n-Butane,0.49,427.82735,8385740.918744103,0.08676508978461318,36.62071722464756,7.71923699444904,15.4
OPT,12,R1234ze(Z)[0.50]&R236EA[0.50],mixture,R1234ze(Z),R236EA,0.5,417.855,3560180.856524743,0.09794757248769224,22.3550098886577,2.793080857615526,16.4
OPT,13,n-Butane[0.46]&SulfurDioxide[0.54],mixture,n-Butane,SulfurDioxide,0.46,428.10310000000004,8732339.832975581,0.0905645643959843,44.12255266454993,7.919307836371211,17.4
OPT,14,Novec649[0.49]&n-Butane[0.51],mixture,Novec649,n-Butane,0.49,433.30065,2550135.504838636,0.08736179424482186,14.893228024089908,1.5154286268673878,18.4
OPT,15,IsoButene[0.50]&R114[0.50],mixture,IsoButene,R114,0.5,418.46,3748964.0887173777,0.10173861424043512,29.618000347064292,3.5874873614368212,19.4
OPT,16,MethylPalmitate[0.50]&o-Xylene[0.50],mixture,MethylPalmitate,o-Xylene,0.5,692.6295,2019484.6162102427,-0.05,-1.0,-1.0,20.4
