phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,m-Xylene[0.49]&DiethylEther[0.51],mixture,m-Xylene,DiethylEther,0.49,540.2931,3742355.6203920636,0.070770490475977,2.6921733047622074,0.44350019806574276,1.0
INIT,2,Benzene[0.22]&R21[0.78],mixture,Benzene,R21,0.22,475.7988,5301222.7964673545,0.12304600748022655,17.67248756751661,1.5096331052174907,2.0
INIT,3,R113[0.16]&n-Butane[0.84],mixture,R113,n-Butane,0.16,435.94989927942487,3854490.4076066664,0.11548415309380833,24.89377928246756,2.1955807255479147,3.0
INIT,4,Benzene[0.33]&n-Butane[0.67],mixture,Benzene,n-Butane,0.33,479.3509381968893,4913117.38946547,0.1035019925762922,15.230453397700442,1.7499806622916712,4.0
INIT,5,EthylBenzene[0.43]&D6[0.57],mixture,EthylBenzene,D6,0.43,633.4562,1342596.832318661,0.021376021071072313,0.02957965254175764,0.011843839133599083,5.0
OPT,6,SulfurDioxide[0.49]&Isopentane[0.51],mixture,SulfurDioxide,Isopentane,0.49,445.7921,7171070.1699444605,0.08382822859645343,31.072757923803863,6.174453730285814,6.0
OPT,7,R245fa[0.48]&IsoButene[0.52],mixture,R245fa,IsoButene,0.48,422.3716,5025810.547207821,0.09547963175701574,30.945374876778253,4.015439636480635,7.0
OPT,8,Novec649[0.47]&Neopentane[0.53],mixture,Novec649,Neopentane,0.47000000000000003,437.53290000000004,2387555.1004649596,0.09525774450223086,14.569452381438472,1.068309536167176,8.0
OPT,9,n-Pentane[0.48]&Water[0.52],mixture,n-Pentane,Water,0.48,542.4478841024,16651813.45700107,-0.05,-1.0,-1.0,9.0
OPT,10,DiethylEther[0.49]&HeavyWater[0.51],mixture,DiethylEther,HeavyWater,0.49,557.0449699999999,11409095.764561066,-0.05,-1.0,-1.0,10.0
OPT,11,Benzene[0.49]&Ethanol[0.51],mixture,Benzene,Ethanol,0.49,525.2205336706377,6038259.560465541,0.134122095139339,7.3243671206396375,0.24149883468627276,11.0
OPT,12,Ethanol[0.50]&1-Butene[0.50],mixture,Ethanol,1-Butene,0.5,465.519126653125,5728926.471462043,0.06335446951868799,19.21510463482606,5.182562037147271,12.0
OPT,13,1-Butene[0.49]&Methanol[0.51],mixture,1-Butene,Methanol,0.49,453.58896619335496,6059827.612537263,0.09722494883854628,23.573523530010167,3.1001094164709033,13.0
OPT,14,Isohexane[0.49]&Water[0.51],mixture,Isohexane,Water,0.49,573.8919599999999,14310099.72703462,-0.05,-1.0,-1.0,14.0
OPT,15,Benzene[0.50]&n-Decane[0.50],mixture,Benzene,n-Decane,0.5,677.4614215624999,5389355.1961357165,-0.05,-1.0,-1.0,15.0
OPT,16,Isopentane[0.50]&Water[0.50],mixture,Isopentane,Water,0.5,553.02530625,7297297.627804487,0.10856534173677103,7.049856253749681,0.540306235676247,16.0
OPT,17,Methanol[0.50]&EthylBenzene[0.50],mixture,Methanol,EthylBenzene,0.5,568.093395359375,6939956.652869319,0.10895799739454257,2.9316369245974467,0.18410671188433653,17.0
OPT,18,DimethylCarbonate[0.50]&p-Xylene[0.50],mixture,DimethylCarbonate,p-Xylene,0.5,586.5840000000001,5170085.009982264,0.12380112837649729,2.449284026746597,0.07931362751938861,18.0
OPT,19,Ethanol[0.49]&EthylBenzene[0.51],mixture,Ethanol,EthylBenzene,0.49,564.7149278848428,6058651.920951837,0.12087962699977886,2.6313374115540187,0.09289317711768794,19.0
OPT,20,o-Xylene[0.49]&DimethylCarbonate[0.51],mixture,o-Xylene,DimethylCarbonate,0.49,592.8969099999999,5321838.310813435,0.11693067950599695,2.141720994180248,0.08416160123975039,20.0
