phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,Cyclopentane[0.49]&R123[0.51],mixture,Cyclopentane,R123,0.49,483.72661000000005,4321843.930712815,0.12360343031295108,12.887850955958633,0.9058785079964303,1.0
INIT,2,n-Decane[0.50]&D6[0.50],mixture,n-Decane,D6,0.5,631.74,1271312.677415677,-0.05,-1.0,-1.0,2.0
INIT,3,Isohexane[0.50]&R245ca[0.50],mixture,Isohexane,R245ca,0.5,472.635,3927635.278182285,0.11648767936591035,14.312764401873888,0.8020949002139406,3.0
INIT,4,DiethylEther[0.50]&Toluene[0.50],mixture,DiethylEther,Toluene,0.5,529.225,4077291.5809806027,0.09963506869461232,4.854682087822356,0.42027823659231683,4.0
INIT,5,R245fa[0.50]&m-Xylene[0.50],mixture,R245fa,m-Xylene,0.5,521.95,3933571.9542509196,0.014961133917020473,1.9377631925789205,1.369274715875968,5.0
OPT,1,Isohexane[0.50]&Cyclopentane[0.50],mixture,Isohexane,Cyclopentane,0.5,504.71000000000004,3680707.2200180264,0.09661384660480779,4.964464259277718,0.6456200513306902,6.0
OPT,2,R245ca[0.50]&R123[0.50],mixture,R245ca,R123,0.5,452.20050000000003,4136517.4114219355,0.11296084892255957,19.226138923574595,1.585695525577078,7.0
OPT,3,R123[0.31]&Cyclopentane[0.69],mixture,R123,Cyclopentane,0.31,494.70441,4478582.915777864,0.12456194455474641,11.294927186938548,0.7825334090432138,8.0
OPT,4,R123[0.50]&Cyclopentane[0.50],mixture,R123,Cyclopentane,0.5,484.2755,4331288.783579277,0.12160345923402655,12.70950752014019,0.9507643991103633,9.0
OPT,5,Cyclopentane[0.24]&R245ca[0.76],mixture,Cyclopentane,R245ca,0.24,462.966,4492998.955411573,0.116027200738836,17.631222758032653,1.2840718548582435,10.0
OPT,6,R123[0.20]&Cyclopentane[0.80],mixture,R123,Cyclopentane,0.2,500.7422,4535305.481193238,0.12572035981723956,10.564036540388157,0.7147083085738991,11.0
OPT,7,R245ca[0.14]&Isohexane[0.86],mixture,R245ca,Isohexane,0.14,490.6818,3347676.529027263,0.11418691616750437,9.391938598922492,0.5111447532140865,12.0
OPT,8,Cyclopentane[0.50]&R245ca[0.50],mixture,Cyclopentane,R245ca,0.5,479.645,4800127.909042364,0.12197738668127371,15.118812357077982,0.9807470350895058,13.0
OPT,9,R123[0.29]&Isohexane[0.71],mixture,R123,Isohexane,0.29,485.84799,3363606.4501243047,0.11797784258460907,9.872999777748552,0.5469001024663563,14.0
OPT,10,R123[0.30]&R245ca[0.70],mixture,R123,R245ca,0.3,450.3483,4145853.628960739,0.11262005445172948,19.721367134315276,1.5703868585173917,15.0
OPT,11,R123[0.48]&Cyclopentane[0.52],mixture,R123,Cyclopentane,0.48,485.37328,4349676.8134294385,0.12371938633915834,12.536527494473027,0.8795418106152224,16.0
OPT,12,R123[0.11]&R1234ze(Z)[0.89],mixture,R123,R1234ze(Z),0.11,426.96171,3633234.1336499667,0.11012698425520433,25.391755482771817,2.368929717852454,17.0
OPT,13,R123[0.46]&Cyclopentane[0.54],mixture,R123,Cyclopentane,0.46,486.4710600000001,4367393.579877104,0.1243569765151891,12.586267760674751,0.8678189653317419,18.0
OPT,14,R123[0.44]&Cyclopentane[0.56],mixture,R123,Cyclopentane,0.44,487.56884,4384436.238129635,0.10796491871190722,8.503720428047602,0.9262075160910912,19.0
OPT,15,Cyclopentane[0.47]&R245ca[0.53],mixture,Cyclopentane,R245ca,0.47000000000000003,477.7205,4779885.510232791,0.12173155112784542,15.641286246345649,1.014163594851363,20.0
