order,mixture
1,n-Dodecane
2,Toluene
3,D4
4,R245ca
5,EthylBenzene
1,EthylBenzene
2,EthylBenzene
3,EthylBenzene
4,EthylBenzene
5,EthylBenzene
6,EthylBenzene
7,EthylBenzene
8,EthylBenzene
9,EthylBenzene
10,EthylBenzene
11,EthylBenzene
12,EthylBenzene
13,EthylBenzene
14,EthylBenzene
15,EthylBenzene
16,EthylBenzene
17,EthylBenzene
18,EthylBenzene
19,EthylBenzene
20,EthylBenzene
