order,mixture
1,n-Dodecane
2,Toluene
3,D4
4,R245ca
5,EthylBenzene
1,R1233zd(E)
2,o-Xylene
3,R236EA
4,EthyleneOxide
5,MDM
6,MethylOleate
7,n-Undecane
8,Acetone
9,Isopentane
10,HeavyWater
11,IsoButene
12,Methanol
13,Water
14,Ethanol
15,Dichloroethane
