order,mixture
1,Cyclopentane
2,n-Decane
3,Isohexane
4,DiethylEther
5,R245fa
6,trans-2-Butene
7,MM
8,Isopentane
9,DimethylCarbonate
10,CycloHexane
11,Toluene
12,m-Xylene
13,Ethanol
14,R21
15,Methanol
16,EthyleneOxide
17,MDM
18,R40
19,MethylLinolenate
20,n-Dodecane
21,MD2M
22,MethylPalmitate
23,MethylOleate
