order,mixture
1,DiethylEther
2,n-Octane
3,MethylPalmitate
4,R40
5,D4
6,n-Hexane
7,Acetone
8,R21
9,Methanol
10,SulfurDioxide
11,Dichloroethane
12,EthyleneOxide
13,R236EA
14,Novec649
15,o-Xylene
16,MethylLinoleate
17,D6
18,R142b
19,MethylOleate
20,MethylLinolenate
21,IsoButene
22,1-Butene
23,R113
24,MM
