order,mixture
1,Isohexane
2,R245fa
3,Benzene
4,Toluene
5,p-Xylene
6,Methanol
7,Dichloroethane
8,EthyleneOxide
9,Ethanol
10,DimethylCarbonate
11,Acetone
12,1-Butene
13,Cyclopentane
14,CycloHexane
15,DiethylEther
16,m-Xylene
17,HeavyWater
