order,mixture
1,MD3M[0.48]&trans-2-Butene[0.52]
2,MethylLinolenate[0.49]&IsoButene[0.51]
3,trans-2-Butene[0.46]&MD3M[0.54]
4,R245ca[0.47]&trans-2-Butene[0.53]
5,R1234ze(Z)[0.46]&R40[0.54]
6,IsoButene[0.50]&R40[0.50]
7,Benzene[0.50]&n-Heptane[0.50]
8,o-Xylene[0.49]&Benzene[0.51]
9,DiethylEther[0.47]&cis-2-Butene[0.53]
10,R141b[0.50]&Toluene[0.50]
11,o-Xylene[0.50]&n-Octane[0.50]
12,Ethanol[0.48]&p-Xylene[0.52]
13,Isopentane[0.50]&Water[0.50]
14,IsoButene[0.49]&Methanol[0.51]
15,n-Pentane[0.49]&MD4M[0.51]
16,n-Decane[0.50]&Methanol[0.50]
17,Dichloroethane[0.49]&DimethylCarbonate[0.51]
18,1-Butene[0.49]&Neopentane[0.51]
19,n-Decane[0.50]&Ethanol[0.50]
20,n-Nonane[0.49]&Benzene[0.51]
21,Toluene[0.50]&n-Hexane[0.50]
22,EthyleneOxide[0.49]&CycloHexane[0.51]
23,n-Octane[0.50]&R236EA[0.50]
24,Toluene[0.49]&cis-2-Butene[0.51]
