order,mixture
1,Water
2,Novec649
3,MethylLinoleate
4,Methanol
5,o-Xylene
6,MD4M
7,R40
8,MethylLinolenate
9,MD3M
10,MethylOleate
11,R141b
12,MethylPalmitate
13,MM
14,n-Heptane
15,R142b
16,n-Hexane
17,R11
18,MDM
19,cis-2-Butene
20,n-Pentane
21,n-Nonane
22,n-Dodecane
23,D4
24,R113
25,R245ca
