order,mixture
1,IsoButene
2,n-Undecane
3,MethylLinoleate
4,Ethanol
5,R245fa
6,Methanol
7,R11
8,Dichloroethane
9,R113
10,SulfurDioxide
11,R141b
12,R21
13,EthyleneOxide
14,DimethylCarbonate
15,R40
16,Acetone
