order,mixture
1,m-Xylene
2,R245ca
3,DimethylCarbonate
4,R114
5,o-Xylene
1,DimethylCarbonate
2,m-Xylene
3,m-Xylene
4,m-Xylene
5,m-Xylene
6,DimethylCarbonate
7,DimethylCarbonate
8,DimethylCarbonate
9,o-Xylene
10,DimethylCarbonate
11,DimethylCarbonate
12,DimethylCarbonate
13,DimethylCarbonate
14,o-Xylene
15,o-Xylene
16,DimethylCarbonate
17,DimethylCarbonate
18,DimethylCarbonate
19,DimethylCarbonate
20,DimethylCarbonate
