order,mixture
1,Water
2,SulfurDioxide
3,HeavyWater
4,n-Butane
5,R245fa
6,Methanol
7,Dichloroethane
8,EthyleneOxide
9,Ethanol
10,Benzene
11,DimethylCarbonate
12,Toluene
13,Acetone
14,o-Xylene
15,Cyclopentane
