phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,1-Butene[0.48]&IsoButene[0.52],mixture,1-Butene,IsoButene,0.48,418.666,4046870.8391646906,0.10295433815901744,33.345026070736324,4.2879536879811475,1.0
INIT,2,MethylLinolenate[0.50]&DiethylEther[0.50],mixture,MethylLinolenate,DiethylEther,0.5,632.85,1753163.7460484297,-0.05,-1.0,-1.0,2.0
INIT,3,n-Pentane[0.49]&MethylLinoleate[0.51],mixture,n-Pentane,MethylLinoleate,0.49,623.873,2030076.2538327116,-0.05,-1.0,-1.0,3.0
INIT,4,R365MFC[0.50]&MethylPalmitate[0.50],mixture,R365MFC,MethylPalmitate,0.5,607.5,1949205.5903244999,-0.05,-1.0,-1.0,4.0
OPT,1,IsoButene[0.47]&1-Butene[0.53],mixture,IsoButene,1-Butene,0.47000000000000003,418.726,4046346.7375061368,0.10491515662579821,33.4346789153512,4.0850091682768594,5.0
OPT,2,IsoButene[0.29]&1-Butene[0.71],mixture,IsoButene,1-Butene,0.29,418.942,4038454.863720229,0.10536527841408506,33.644589058025886,4.056877931315864,6.0
OPT,3,IsoButene[0.34]&1-Butene[0.66],mixture,IsoButene,1-Butene,0.34,418.882,4041594.3291801536,0.10501705067542445,33.08838507326179,4.06849643430151,7.0
OPT,4,IsoButene[0.44]&1-Butene[0.56],mixture,IsoButene,1-Butene,0.44,418.76200000000006,4045685.53064737,0.10125133741920937,29.45865680073254,4.2220184073013876,8.0
OPT,5,1-Butene[0.50]&IsoButene[0.50],mixture,1-Butene,IsoButene,0.5,418.69,4046747.745683208,0.10035796895292477,29.627613985103405,4.327447493447622,9.0
OPT,6,1-Butene[0.49]&IsoButene[0.51],mixture,1-Butene,IsoButene,0.49,418.678,4046823.7014175663,0.10482417315639651,33.429649482228264,4.091932324662107,10.0
OPT,7,1-Butene[0.08]&Water[0.92],mixture,1-Butene,Water,0.08,628.87152,23115892.97690951,-0.05,-1.0,-1.0,11.0
OPT,8,1-Butene[0.41]&IsoButene[0.59],mixture,1-Butene,IsoButene,0.41000000000000003,418.582,4046395.8704384416,0.10439028941003747,33.31874241148655,4.128418869273835,12.0
OPT,9,1-Butene[0.40]&IsoButene[0.60],mixture,1-Butene,IsoButene,0.4,418.57,4046213.3104184032,0.09864840541900355,26.743317549269566,4.212628741029027,13.0
OPT,10,1-Butene[0.06]&MethylLinoleate[0.94],mixture,1-Butene,MethylLinoleate,0.06,750.8374,1388143.2637601765,-0.05,-1.0,-1.0,14.0
OPT,11,1-Butene[0.39]&IsoButene[0.61],mixture,1-Butene,IsoButene,0.39,418.558,4046002.144718465,0.10496342575594579,33.98935144935005,4.091100626855932,15.0
OPT,12,1-Butene[0.38]&IsoButene[0.62],mixture,1-Butene,IsoButene,0.38,418.54600000000005,4045762.397186202,0.10473350243116686,33.3633814399277,4.092242781406036,16.0
OPT,13,1-Butene[0.21]&n-Pentane[0.79],mixture,1-Butene,n-Pentane,0.21,459.1139,3484672.951602096,0.11210838083775218,14.599493262662405,1.2326355792066561,17.0
OPT,14,n-Pentane[0.28]&1-Butene[0.72],mixture,n-Pentane,1-Butene,0.28,433.4048,3803795.044820501,0.11275378836785648,24.326189990716195,2.3851790653874776,18.0
OPT,15,n-Pentane[0.18]&1-Butene[0.82],mixture,n-Pentane,1-Butene,0.18,428.36379999999997,3873381.2400303474,0.11468469044326837,28.15997906179096,2.6597505516505553,19.0
