order,mixture
1,p-Xylene[0.46]&R11[0.54]
2,R11[0.47]&1-Butene[0.53]
3,R11[0.34]&p-Xylene[0.66]
4,p-Xylene[0.30]&R11[0.70]
5,MD2M[0.42]&p-Xylene[0.58]
6,n-Dodecane[0.49]&MD4M[0.51]
7,Ethanol[0.49]&IsoButene[0.51]
8,Neopentane[0.48]&1-Butene[0.52]
9,Isopentane[0.49]&R365MFC[0.51]
10,DiethylEther[0.50]&R123[0.50]
11,SulfurDioxide[0.50]&IsoButene[0.50]
12,MethylLinoleate[0.50]&Isohexane[0.50]
13,Water[0.49]&IsoButene[0.51]
14,Benzene[0.50]&n-Dodecane[0.50]
15,D6[0.48]&n-Heptane[0.52]
16,MDM[0.50]&R40[0.50]
