phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,DimethylCarbonate[0.50]&R113[0.50],mixture,DimethylCarbonate,R113,0.5,522.105,4691778.349977343,0.03680800828115698,7.5522431251587605,4.022316245690485,4.7
INIT,2,DimethylCarbonate[0.39]&MethylOleate[0.61],mixture,DimethylCarbonate,MethylOleate,0.39,694.25,2427218.500298149,-0.05,-1.0,-1.0,5.7
INIT,3,n-Butane[0.46]&Methanol[0.54],mixture,n-Butane,Methanol,0.46,431.65208394897485,5417552.085768489,0.08629441756468742,24.587120033996726,3.8842608050238407,6.7
INIT,4,n-Butane[0.42]&Neopentane[0.58],mixture,n-Butane,Neopentane,0.42,430.1217,3397434.125757788,0.10599720242289458,23.85040637119288,2.6493418766342507,7.7
INIT,5,MethylOleate[0.33]&Methanol[0.67],mixture,MethylOleate,Methanol,0.33,602.0246,2660054.9475337397,-0.05,-1.0,-1.0,8.7
OPT,6,Neopentane[0.36]&MDM[0.64],mixture,Neopentane,MDM,0.36,517.977376,1774785.3737173255,0.0068291312918355735,1.3710963552413882,1.085095366264657,9.7
OPT,7,MDM[0.50]&n-Hexane[0.50],mixture,MDM,n-Hexane,0.5,536.59045,1921472.851738058,0.07970426624241829,1.7285598162895268,0.105961219379876,11.0
OPT,8,MethylOleate[0.24]&Methanol[0.76],mixture,MethylOleate,Methanol,0.24,577.8488,3503807.508153844,-0.05,-1.0,-1.0,12.0
OPT,9,n-Butane[0.44]&Neopentane[0.56],mixture,n-Butane,Neopentane,0.44,429.9494,3408657.708829615,0.10617317328919337,23.825432028917362,2.6463508115724044,13.0
OPT,10,Neopentane[0.38]&n-Hexane[0.62],mixture,Neopentane,n-Hexane,0.38,479.66959999999995,3119592.959280869,0.10333103685870958,10.975338746175069,0.8464070557407181,14.0
OPT,11,n-Dodecane[0.25]&R113[0.75],mixture,n-Dodecane,R113,0.25,529.9325,2801167.6346598472,-0.05,-1.0,-1.0,15.0
OPT,12,n-Dodecane[0.36]&R245ca[0.64],mixture,n-Dodecane,R245ca,0.36,523.3607999999999,2964477.382657189,-0.05,-1.0,-1.0,16.0
OPT,13,n-Dodecane[0.49]&R245ca[0.51],mixture,n-Dodecane,R245ca,0.49,550.7297,2703899.791309375,-0.05,-1.0,-1.0,17.0
OPT,14,R245ca[0.42]&n-Dodecane[0.58],mixture,R245ca,n-Dodecane,0.42,569.6774,2535649.7959724017,-0.05,-1.0,-1.0,18.0
OPT,15,n-Butane[0.46]&Neopentane[0.54],mixture,n-Butane,Neopentane,0.46,429.7771,3420043.506080413,0.10615542814573674,23.954330766712634,2.6696996468396224,19.0
OPT,16,n-Butane[0.47]&Neopentane[0.53],mixture,n-Butane,Neopentane,0.47000000000000003,429.69095,3425797.790738055,0.10624826553322998,24.098498272604267,2.679992949849298,20.0
