order,mixture
1,DimethylCarbonate[0.50]&R113[0.50]
2,DimethylCarbonate[0.39]&MethylOleate[0.61]
3,n-Butane[0.46]&Methanol[0.54]
4,n-Butane[0.42]&Neopentane[0.58]
5,MethylOleate[0.33]&Methanol[0.67]
6,Neopentane[0.36]&MDM[0.64]
7,MDM[0.50]&n-Hexane[0.50]
8,MethylOleate[0.24]&Methanol[0.76]
9,n-Butane[0.44]&Neopentane[0.56]
10,Neopentane[0.38]&n-Hexane[0.62]
11,n-Dodecane[0.25]&R113[0.75]
12,n-Dodecane[0.36]&R245ca[0.64]
13,n-Dodecane[0.49]&R245ca[0.51]
14,R245ca[0.42]&n-Dodecane[0.58]
15,n-Butane[0.46]&Neopentane[0.54]
16,n-Butane[0.47]&Neopentane[0.53]
