order,mixture
1,IsoButene
2,R113
3,DimethylCarbonate
4,MD2M
5,EthyleneOxide
6,MethylOleate
7,R40
8,MethylPalmitate
9,Novec649
10,MM
11,D6
12,R245ca
13,n-Nonane
14,Neopentane
15,MD3M
16,R236EA
17,D5
18,R142b
19,trans-2-Butene
20,D4
21,R114
22,n-Butane
23,1-Butene
