phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,trans-2-Butene[0.50]&MDM[0.50],mixture,trans-2-Butene,MDM,0.5,496.98545,1980104.346674443,-0.05,-1.0,-1.0,6.3
INIT,2,R123[0.50]&n-Decane[0.50],mixture,R123,n-Decane,0.5,537.2655,2753420.3829202936,-0.05,-1.0,-1.0,7.3
INIT,3,Novec649[0.32]&Ethanol[0.68],mixture,Novec649,Ethanol,0.32,491.38200000000006,5592219.57211911,0.011734685461644285,13.103550627028303,10.513165428287623,8.3
INIT,4,Novec649[0.37]&trans-2-Butene[0.63],mixture,Novec649,trans-2-Butene,0.37,433.49399999999997,2914669.9158566874,0.100244536619166,19.79129196449154,1.5750527542589745,9.3
INIT,5,Novec649[0.27]&Ethanol[0.73],mixture,Novec649,Ethanol,0.27,495.02700000000004,5772505.325145601,0.09662772655358237,11.59848256272553,0.743680236169463,10.3
OPT,6,R236EA[0.49]&Novec649[0.51],mixture,R236EA,Novec649,0.49,427.4187,2682429.596787824,0.09069969937126976,19.68104239760596,1.378195865616117,11.3
OPT,7,Ethanol[0.49]&R21[0.51],mixture,Ethanol,R21,0.49,464.93478530010975,6003993.457693832,0.10144465910386875,17.763351782637255,1.9685711662848326,12.3
OPT,8,IsoButene[0.50]&Acetone[0.50],mixture,IsoButene,Acetone,0.5,461.7722523125,4913762.524731116,0.10724274154819073,21.769308695073786,2.284385213389193,13.3
OPT,9,DiethylEther[0.47]&1-Butene[0.53],mixture,DiethylEther,1-Butene,0.47000000000000003,441.5727,4120163.634366333,0.11334542137501379,24.78679197526126,2.1388711171063077,14.3
OPT,10,SulfurDioxide[0.50]&Neopentane[0.50],mixture,SulfurDioxide,Neopentane,0.5,432.19,6656198.098569242,0.0775468236397952,26.965194908319717,6.50128547330254,15.3
OPT,11,R1233zd(E)[0.50]&EthyleneOxide[0.50],mixture,R1233zd(E),EthyleneOxide,0.5,454.26,5264553.471670902,0.11854617726289869,24.31922577129237,2.2139239322328503,16.3
OPT,12,DiethylEther[0.49]&Neopentane[0.51],mixture,DiethylEther,Neopentane,0.49,449.8904,3868083.8241343675,0.05001822111984859,19.74768367271887,8.309678242692023,17.3
OPT,13,o-Xylene[0.50]&MD4M[0.50],mixture,o-Xylene,MD4M,0.5,641.7295,1333253.8357050302,0.0325913391000282,0.05430006363899375,0.011962934544243638,18.3
OPT,14,HeavyWater[0.48]&Water[0.52],mixture,HeavyWater,Water,0.48,646.7001727595546,21909934.10462103,0.12737271877047915,2.468830877279598,0.07207931650870567,19.3
OPT,15,CycloHexane[0.49]&HeavyWater[0.51],mixture,CycloHexane,HeavyWater,0.49,599.62597,17091727.40679158,-0.05,-1.0,-1.0,20.3
