phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,Methanol,pure,Methanol,,1.0,513.3795127230579,8215853.274947686,0.13179531853279824,8.164242369240522,0.28314814232842656
INIT,2,o-Xylene,pure,o-Xylene,,1.0,630.259003064399,3737459.7566424324,0.12187683180671985,0.7034981617053416,0.018669433859290162
INIT,3,Dichloroethane,pure,Dichloroethane,,1.0,561.5800290671409,5226120.870131313,0.13041656693052095,3.99985168213491,0.1748806678158874
INIT,4,R1234ze(Z),pure,R1234ze(Z),,1.0,423.2703783954189,3530642.6307265745,0.10951881611084159,26.7239768506831,2.476771808223687
OPT,5,MM,pure,MM,,1.0,518.7001252823088,1931134.437174969,0.10294478923354207,2.4629065724600934,0.09295572605170999
OPT,6,EthyleneOxide,pure,EthyleneOxide,,1.0,468.9200076903809,7304686.9983511865,0.12643679442302982,27.2591987832226,2.4512729964174813
OPT,7,MethylLinoleate,pure,MethylLinoleate,,1.0,799.0001945392406,1340820.8824579124,-0.05,-1.0,-1.0
OPT,8,MethylLinolenate,pure,MethylLinolenate,,1.0,772.0000022320153,1368997.256542253,-0.05,-1.0,-1.0
OPT,9,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
OPT,10,MethylPalmitate,pure,MethylPalmitate,,1.0,755.0001061380809,1349957.890312988,-0.05,-1.0,-1.0
OPT,11,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11511805278135387,49.300742815396376,5.501225265227373
OPT,12,MD4M,pure,MD4M,,1.0,653.199999427594,828558.7151384281,-0.05,-1.0,-1.0
OPT,13,MD3M,pure,MD3M,,1.0,628.0000256535702,953950.681224102,0.09233153944338776,0.0410339874711674,0.00016481045431957072
OPT,14,CycloHexane,pure,CycloHexane,,1.0,553.6000188557726,4080525.8791621355,0.12368124850122884,3.974573285851568,0.20451963096111744
OPT,15,R11,pure,R11,,1.0,471.1099999985589,4407637.999963813,0.12219397377131842,16.24541094472193,1.4898413730817721
OPT,16,R21,pure,R21,,1.0,452.72016234362053,5288505.217724644,0.12055949632709233,25.766308445357367,2.5345088963454727
OPT,17,Cyclopentane,pure,Cyclopentane,,1.0,511.7200672568634,4582765.586028514,0.12499166669021873,8.745746015279556,0.6251100981946197
OPT,18,Novec649,pure,Novec649,,1.0,441.81001489490177,1869027.1118194864,0.0883962538690618,9.736490206802962,0.606921968577985
OPT,19,R40,pure,R40,,1.0,418.62565210586763,6929002.575398743,0.10925998643013707,58.87783526274836,7.6455991635501
OPT,20,n-Octane,pure,n-Octane,,1.0,568.7399999458576,2483591.1977593484,0.07479229499424778,1.2243777808495053,0.1751988628840134
OPT,21,cis-2-Butene,pure,cis-2-Butene,,1.0,435.7500765852436,4236038.176467434,0.11336480070060947,26.69688180551807,2.9162975796318986
OPT,22,EthylBenzene,pure,EthylBenzene,,1.0,617.1199997949194,3622442.1281439885,0.119665138762247,0.9291300360061882,0.029800762262489042
OPT,23,R141b,pure,R141b,,1.0,477.5000277059733,4211652.068510759,0.1216150373609451,13.587019876146467,1.1280720125441295
OPT,24,R142b,pure,R142b,,1.0,410.2602326520994,4054783.4201340955,0.10021801301866216,36.126412346836396,4.546464101279325
