order,mixture
1,Methanol
2,o-Xylene
3,Dichloroethane
4,R1234ze(Z)
5,MM
6,EthyleneOxide
7,MethylLinoleate
8,MethylLinolenate
9,MethylOleate
10,MethylPalmitate
11,SulfurDioxide
12,MD4M
13,MD3M
14,CycloHexane
15,R11
16,R21
17,Cyclopentane
18,Novec649
19,R40
20,n-Octane
21,cis-2-Butene
22,EthylBenzene
23,R141b
24,R142b
