phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,MethylLinolenate[0.28]&IsoButene[0.72],mixture,MethylLinolenate,IsoButene,0.28,524.7447999999999,2294130.7368652667,-0.05,-1.0,-1.0,5.4
INIT,2,DiethylEther[0.50]&n-Pentane[0.50],mixture,DiethylEther,n-Pentane,0.5,468.2,3746257.055155694,0.11344384486903744,13.75073299700359,1.1271839359677782,6.4
INIT,3,1-Butene[0.42]&IsoButene[0.58],mixture,1-Butene,IsoButene,0.42,418.59399999999994,4046549.8009825046,0.10257892434481297,29.710002626453818,4.094924864870427,7.4
INIT,4,DiethylEther[0.33]&MethylLinoleate[0.67],mixture,DiethylEther,MethylLinoleate,0.33,671.251,1665802.6844806515,-0.05,-1.0,-1.0,8.4
INIT,5,R365MFC[0.50]&n-Pentane[0.50],mixture,R365MFC,n-Pentane,0.5,464.85,4189735.3990430282,0.09936417084774246,15.964876607674277,1.7873772215750225,9.4
OPT,6,p-Xylene[0.49]&n-Pentane[0.51],mixture,p-Xylene,n-Pentane,0.49,541.46932,3479665.430248126,0.06671262058867194,2.1751439238540353,0.40856848819657127,10.4
OPT,7,Isohexane[0.50]&R114[0.50],mixture,Isohexane,R114,0.5,458.265,3360807.4957599905,0.031251238638502564,16.149379084972207,9.260055387818475,11.4
OPT,8,EthylBenzene[0.50]&Cyclopentane[0.50],mixture,EthylBenzene,Cyclopentane,0.5,564.4200000000001,3759219.1859532646,0.0944010811026489,2.5121831555494882,0.23021955004488384,12.4
OPT,9,R113[0.48]&IsoButene[0.52],mixture,R113,IsoButene,0.48,451.2676,3805796.4599358505,0.10876331063865957,21.165110527175795,1.993443100538123,13.4
OPT,10,1-Butene[0.50]&R114[0.50],mixture,1-Butene,R114,0.5,419.06,3747599.108774978,0.09940329216255081,25.643080027860155,3.5589336691049294,14.4
OPT,11,Cyclopentane[0.49]&R113[0.51],mixture,Cyclopentane,R113,0.49,499.21990000000005,3997826.355320164,0.11863793881101478,8.512938139881562,0.6651942173149006,15.4
OPT,12,R11[0.50]&n-Pentane[0.50],mixture,R11,n-Pentane,0.5,470.405,3941244.715737847,0.11870296582827915,14.312906232557319,1.2254125082816552,16.4
OPT,13,R113[0.49]&Acetone[0.51],mixture,R113,Acetone,0.49,485.6105574673953,3853274.28228474,0.1213886001848453,10.023148162731276,0.7018979160792068,17.4
OPT,14,DimethylCarbonate[0.47]&IsoButene[0.53],mixture,DimethylCarbonate,IsoButene,0.47000000000000003,483.37769999999995,3848664.7604955505,0.07537335863580048,9.108175259914455,1.7756467754288083,18.4
OPT,15,Cyclopentane[0.50]&Benzene[0.50],mixture,Cyclopentane,Benzene,0.5,534.6850612804687,4833356.962728792,0.12404422378422861,5.4575454989901315,0.33692498319503317,19.4
OPT,16,Cyclopentane[0.50]&Ethanol[0.50],mixture,Cyclopentane,Ethanol,0.5,488.62808600625004,5095937.012747798,0.12075001274372986,12.029447395167955,0.6467233536890036,20.4
