order,mixture
1,D5
2,n-Pentane
3,p-Xylene
4,Isopentane
5,R123
1,p-Xylene
2,p-Xylene
3,p-Xylene
4,n-Pentane
5,R123
6,R123
7,R123
8,R123
9,R123
10,R123
11,R123
12,R123
13,R123
14,R123
15,R123
16,R123
17,R123
18,R123
19,R123
20,R123
