order,mixture
1,1-Butene
2,HeavyWater
3,R142b
4,MM
5,MethylLinoleate
6,MethylPalmitate
7,SulfurDioxide
8,MethylOleate
9,m-Xylene
10,MD4M
11,D6
12,n-Dodecane
13,MD3M
14,D5
15,R40
16,R21
17,n-Heptane
18,Toluene
19,R141b
20,Novec649
21,CycloHexane
22,R113
