phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,Isopentane[0.47]&R113[0.53],mixture,Isopentane,R113,0.47000000000000003,474.58579999999995,3519572.5826552333,0.1163353833123227,12.071161803863784,0.9091417048233094
INIT,2,Benzene[0.49]&DiethylEther[0.51],mixture,Benzene,DiethylEther,0.49,518.0324331312746,4550254.596992988,0.07328535965882128,8.650338720999578,2.086454766852988
INIT,3,Water[0.50]&m-Xylene[0.50],mixture,Water,m-Xylene,0.5,631.9929999999999,14352235.285719305,-0.05,-1.0,-1.0
INIT,4,D4[0.47]&n-Undecane[0.53],mixture,D4,n-Undecane,0.47000000000000003,614.2189999999999,1649304.3000471753,0.10086569955798125,0.1472806348139066,0.0017414470702699282
INIT,5,Toluene[0.49]&R245fa[0.51],mixture,Toluene,R245fa,0.49,507.7326,4306903.310100791,0.07392197705240718,5.557747519581656,0.9661251940774606
OPT,1,R113[0.50]&Isopentane[0.50],mixture,R113,Isopentane,0.5,473.78,3519827.053022929,0.11228018881667885,11.848577394338099,1.019598555033019
OPT,2,R113[0.50]&D4[0.50],mixture,R113,D4,0.5,536.855,1901153.9332267616,0.013458543132092209,0.9899566179942868,0.6512277919754366
OPT,3,n-Undecane[0.23]&D4[0.77],mixture,n-Undecane,D4,0.23,598.529,1470652.201122657,-0.05,-1.0,-1.0
OPT,4,R113[0.35]&Isopentane[0.65],mixture,R113,Isopentane,0.35000000000000003,469.751,3506470.4732062723,0.11468577294343665,12.934680478118409,1.044415981493123
OPT,5,n-Undecane[0.15]&D4[0.85],mixture,n-Undecane,D4,0.15,594.345,1426577.4187834358,0.09736670580417507,0.2857402727981394,0.003348378772702681
OPT,6,Isopentane[0.50]&n-Undecane[0.50],mixture,Isopentane,n-Undecane,0.5,549.575,2480594.988455797,-0.05,-1.0,-1.0
OPT,7,R113[0.05]&n-Undecane[0.95],mixture,R113,n-Undecane,0.05,631.2204999999999,2040498.2139897635,-0.05,-1.0,-1.0
OPT,8,R113[0.05]&Water[0.95],mixture,R113,Water,0.05,639.101700000821,17302243.991637643,-0.05,-1.0,-1.0
OPT,9,D4[0.10]&n-Undecane[0.90],mixture,D4,n-Undecane,0.1,633.5699999999999,1909578.964559925,-0.05,-1.0,-1.0
OPT,10,R113[0.05]&HeavyWater[0.95],mixture,R113,HeavyWater,0.05,636.0151499848164,17066200.482948687,-0.05,-1.0,-1.0
OPT,11,D4[0.09]&n-Undecane[0.91],mixture,D4,n-Undecane,0.09,634.093,1917426.654522148,0.10271731049436233,0.12804412560085257,0.001872993184367212
OPT,12,R113[0.44]&R245fa[0.56],mixture,R113,R245fa,0.44,453.49800000000005,4057611.7981668087,0.11792066143111483,19.884749872791115,1.246992707026599
OPT,13,R113[0.50]&R245fa[0.50],mixture,R113,R245fa,0.5,457.11,4040206.8686639597,0.11760224840511609,18.818561578096592,1.1889257671737765
OPT,14,R113[0.26]&DiethylEther[0.74],mixture,R113,DiethylEther,0.26,472.0326,3766963.2341483715,0.09930718182720383,8.840336928987657,1.0956024167593796
OPT,15,R113[0.50]&DiethylEther[0.50],mixture,R113,DiethylEther,0.5,476.955,3752387.455392959,0.11343058350574454,11.058867268175705,0.8946853633185159
OPT,16,n-Undecane[0.11]&DiethylEther[0.89],mixture,n-Undecane,DiethylEther,0.11,485.631,3360642.8754088352,0.04564208794747389,2.4983852197999963,0.893272457759763
OPT,17,n-Undecane[0.07]&Isopentane[0.93],mixture,n-Undecane,Isopentane,0.07,472.84150000000005,3204153.4087993954,0.06858043253174748,4.314996780050994,0.9503530630020237
OPT,18,n-Undecane[0.07]&D4[0.93],mixture,n-Undecane,D4,0.07,590.1610000000001,1383750.9555499717,0.08478956605205022,0.21790469220910827,0.005856306975909819
OPT,19,R113[0.20]&Benzene[0.80],mixture,R113,Benzene,0.2,544.145246132224,4656544.9405672895,0.1288258214206434,5.520651573170587,0.257854880102445
OPT,20,Benzene[0.50]&R113[0.50],mixture,Benzene,R113,0.5,518.928069296875,4136600.242975128,0.12065738729678936,6.713264514336298,0.43049075814545107
