order,mixture
1,MethylPalmitate
2,trans-2-Butene
3,Cyclopentane
4,SulfurDioxide
5,R365MFC
1,R245ca
2,R11
3,D4
4,n-Pentane
5,R113
6,n-Nonane
7,Isopentane
8,CycloHexane
9,Water
10,HeavyWater
11,Methanol
12,Ethanol
13,Dichloroethane
14,Benzene
15,DimethylCarbonate
