order,mixture
1,SulfurDioxide
2,n-Butane
3,R113
4,Dichloroethane
5,MethylOleate
6,p-Xylene
7,n-Nonane
8,Cyclopentane
9,MethylLinoleate
10,MethylLinolenate
11,MethylPalmitate
12,D6
13,D5
14,R21
15,EthyleneOxide
16,R365MFC
17,R142b
18,DimethylCarbonate
19,R236EA
20,R114
21,n-Dodecane
22,Novec649
23,n-Undecane
24,IsoButene
25,1-Butene
