order,mixture
1,MethylLinolenate
2,R236EA
3,n-Heptane
4,Novec649
5,o-Xylene
6,MD2M
7,MethylLinoleate
8,n-Decane
9,MethylOleate
10,MethylPalmitate
11,R142b
12,MD4M
13,n-Undecane
14,R114
15,D5
16,MDM
