order,mixture
1,R113
2,SulfurDioxide
3,DimethylCarbonate
4,Neopentane
5,MDM
6,n-Octane
7,MM
8,Acetone
9,R21
10,HeavyWater
11,MethylLinoleate
12,MethylLinolenate
13,MethylPalmitate
