order,mixture
1,n-Butane[0.44]&R40[0.56]
2,MethylOleate[0.43]&HeavyWater[0.57]
3,MethylOleate[0.30]&MD2M[0.70]
4,MDM[0.34]&R236EA[0.66]
5,R40[0.50]&R236EA[0.50]
6,CycloHexane[0.49]&1-Butene[0.51]
7,Novec649[0.50]&HeavyWater[0.50]
8,Ethanol[0.49]&R40[0.51]
9,CycloHexane[0.49]&Water[0.51]
10,Novec649[0.50]&Water[0.50]
11,R245fa[0.48]&1-Butene[0.52]
12,trans-2-Butene[0.47]&R236EA[0.53]
13,Acetone[0.50]&Cyclopentane[0.50]
14,SulfurDioxide[0.49]&Isohexane[0.51]
15,R11[0.50]&DimethylCarbonate[0.50]
16,Toluene[0.48]&n-Butane[0.52]
17,Benzene[0.49]&m-Xylene[0.51]
18,CycloHexane[0.48]&m-Xylene[0.52]
19,Dichloroethane[0.49]&p-Xylene[0.51]
20,n-Decane[0.48]&Toluene[0.52]
21,n-Dodecane[0.50]&EthylBenzene[0.50]
22,HeavyWater[0.49]&Isohexane[0.51]
23,p-Xylene[0.50]&o-Xylene[0.50]
24,Toluene[0.48]&m-Xylene[0.52]
25,MethylPalmitate[0.50]&EthylBenzene[0.50]
