order,mixture
1,SulfurDioxide
2,n-Butane
3,Methanol
4,Toluene
5,EthyleneOxide
6,Cyclopentane
7,MD3M
8,HeavyWater
9,n-Dodecane
10,n-Undecane
11,Water
12,Dichloroethane
13,Novec649
14,Ethanol
15,MethylLinoleate
16,MethylLinolenate
