order,mixture
1,R40
2,SulfurDioxide
3,DiethylEther
4,MD3M
5,R1233zd(E)
1,R21
2,R365MFC
3,MethylLinoleate
4,R123
5,HeavyWater
6,MDM
7,MD2M
8,Dichloroethane
9,Acetone
10,Water
11,Methanol
12,Ethanol
13,Benzene
14,DimethylCarbonate
15,Toluene
