phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,R113,pure,R113,,1.0,487.2100000166609,3392266.3311416013,0.09623115512227469,7.249835023956949,0.994130336823497
INIT,2,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.1178750373173781,53.641876464035036,5.425901200872606
INIT,3,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.12069147985944252,0.7093808537238446,0.020530681901520353
INIT,4,n-Butane,pure,n-Butane,,1.0,425.125000000008,3796000.0174158094,0.10662750407168652,28.63150841362875,3.3511171129038213
INIT,5,MethylOleate,pure,MethylOleate,,1.0,782.0001332054759,1246000.7777377798,-0.05,-1.0,-1.0
OPT,1,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.12199404512607813,0.8613460167073005,0.024707101559817677
OPT,2,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.1246009613027686,0.849763726980505,0.021726457606097784
OPT,3,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.12072311028232316,0.8073754477910796,0.024072319462435154
OPT,4,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.12168421902221649,0.7744169408946647,0.021945670058204796
OPT,5,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.12604141638500244,0.8750885841329145,0.021168436182370295
OPT,6,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,0.10662375699164525,0.5795101875966134,0.028513955096229088
OPT,7,m-Xylene,pure,m-Xylene,,1.0,616.890000360268,3534599.0782215013,-0.05,-1.0,-1.0
OPT,8,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11705108509641153,51.71862005822718,5.412510215854585
OPT,9,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11793414177229106,53.88173305002616,5.432802013105728
OPT,10,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11785665698648722,53.67760963533777,5.430900978764099
OPT,11,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11474446238302181,53.759202702857294,5.904368823970364
OPT,12,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11618370028963514,52.86391205071093,5.6219504358124475
OPT,13,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11787148821645738,53.703937375330675,5.430451891903853
OPT,14,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11792242046097744,53.80597895950224,5.429635914443974
OPT,15,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11656044547381955,51.22949470843793,5.447017697015607
OPT,16,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.1180096354846208,53.866909731281126,5.420856597688584
OPT,17,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11783823631785355,53.630766611634435,5.430532462531398
OPT,18,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11787800267137954,53.494041634386086,5.415811094243928
OPT,19,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11794216559405948,53.704251901682255,5.420188845546338
OPT,20,SulfurDioxide,pure,SulfurDioxide,,1.0,430.6400006320635,7886578.976938645,0.11771333660165202,53.40404568830238,5.433813195450245
