order,mixture
1,Isopentane[0.49]&n-Hexane[0.51]
2,MD3M[0.48]&trans-2-Butene[0.52]
3,D4[0.50]&MethylLinolenate[0.50]
4,D4[0.40]&EthylBenzene[0.60]
5,p-Xylene[0.35]&EthylBenzene[0.65]
6,EthylBenzene[0.47]&Toluene[0.53]
7,HeavyWater[0.49]&n-Nonane[0.51]
8,1-Butene[0.50]&R114[0.50]
9,n-Nonane[0.48]&R113[0.52]
10,trans-2-Butene[0.45]&SulfurDioxide[0.55]
11,D6[0.50]&MethylOleate[0.50]
12,MethylLinoleate[0.47]&n-Decane[0.53]
13,D6[0.50]&MD3M[0.50]
14,MethylOleate[0.48]&CycloHexane[0.52]
15,MethylOleate[0.43]&o-Xylene[0.57]
16,MethylLinoleate[0.49]&p-Xylene[0.51]
17,MethylLinolenate[0.50]&Toluene[0.50]
18,MethylLinoleate[0.50]&HeavyWater[0.50]
19,MD3M[0.49]&MD4M[0.51]
20,R40[0.48]&R236EA[0.52]
21,n-Decane[0.50]&HeavyWater[0.50]
22,n-Butane[0.50]&SulfurDioxide[0.50]
23,R245ca[0.50]&R113[0.50]
24,Isopentane[0.48]&EthylBenzene[0.52]
25,D6[0.49]&MD2M[0.51]
