phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,D5[0.49]&Ethanol[0.51],mixture,D5,Ethanol,0.49,565.4687311267996,1865518.5885968131,-0.05,-1.0,-1.0
INIT,2,n-Pentane[0.48]&1-Butene[0.52],mixture,n-Pentane,1-Butene,0.48,443.4868,3672048.8955350355,0.09854451213229315,21.72403593088244,2.914067975132772
INIT,3,p-Xylene[0.49]&R11[0.51],mixture,p-Xylene,R11,0.49,542.1884200000001,3981917.774338595,0.015125869291426097,1.517011181564469,1.104602415016661
INIT,4,Novec649[0.49]&Isopentane[0.51],mixture,Novec649,Isopentane,0.49,451.2654,2461308.111138237,0.0992170202815337,11.449144345320187,0.8007422255303189
INIT,5,R11[0.48]&p-Xylene[0.52],mixture,R11,p-Xylene,0.48,546.54016,3955609.5497020856,0.059785752879792174,2.5917123680544587,0.6349394463983703
INIT,6,R11[0.50]&R123[0.50],mixture,R11,R123,0.5,463.9705,4278421.054536093,0.10443434924109711,13.254815349108341,1.7557370289452103
INIT,7,Isopentane[0.42]&p-Xylene[0.58],mixture,Isopentane,p-Xylene,0.42,550.72444,3515031.522880027,0.05958496248369956,2.3159739377276978,0.5051170628754715
INIT,8,p-Xylene[0.29]&R11[0.71],mixture,p-Xylene,R11,0.29,513.1768199999999,4156602.102137881,0.05791101548288906,3.2317439843985754,0.9955314225013083
OPT,9,p-Xylene[0.48]&n-Heptane[0.52],mixture,p-Xylene,n-Heptane,0.48,576.8655717477715,3231937.3938303553,0.11782130651379635,1.4255314275591071,0.04450355770123535
OPT,10,o-Xylene[0.50]&CycloHexane[0.50],mixture,o-Xylene,CycloHexane,0.5,595.2927672343751,4208068.604837502,0.10637230293351257,1.9309816720491428,0.1093668959435626
OPT,11,DimethylCarbonate[0.50]&MethylLinoleate[0.50],mixture,DimethylCarbonate,MethylLinoleate,0.5,664.5,2985659.0447989623,-0.05,-1.0,-1.0
OPT,12,MD3M[0.50]&n-Dodecane[0.50],mixture,MD3M,n-Dodecane,0.5,643.53,1257859.1110009197,0.09094091646743183,0.03479824741133072,0.000347130721799035
OPT,13,Water[0.47]&Benzene[0.53],mixture,Water,Benzene,0.47000000000000003,602.00572,19092159.795647115,0.11163742359269489,9.96388796221484,1.248384436241365
OPT,14,MDM[0.49]&MethylLinolenate[0.51],mixture,MDM,MethylLinolenate,0.49,684.516841,1450459.953453983,-0.05,-1.0,-1.0
OPT,15,Toluene[0.50]&Dichloroethane[0.50],mixture,Toluene,Dichloroethane,0.5,576.675,4878968.51360231,0.13435455522549353,3.115298786359348,0.10120635252608248
OPT,16,CycloHexane[0.49]&HeavyWater[0.51],mixture,CycloHexane,HeavyWater,0.49,599.62597,17091727.40679158,0.18366618133328041,7.218229581256268,3.4651469581944503
OPT,17,Isohexane[0.49]&HeavyWater[0.51],mixture,Isohexane,HeavyWater,0.49,572.23497,14254576.9256388,-0.05,-1.0,-1.0
OPT,18,Ethanol[0.50]&SulfurDioxide[0.50],mixture,Ethanol,SulfurDioxide,0.5,490.2739695,8707124.83121926,0.08891328168964455,17.553577546783547,2.487194296584578
OPT,19,trans-2-Butene[0.50]&Water[0.50],mixture,trans-2-Butene,Water,0.5,537.8530000000001,17844249.927897383,-0.05,-1.0,-1.0
OPT,20,Methanol[0.50]&Water[0.50],mixture,Methanol,Water,0.5,572.0282486562501,13492375.844074696,0.01078970202977433,5.4184422918204005,4.452238857734144
OPT,21,1-Butene[0.50]&SulfurDioxide[0.50],mixture,1-Butene,SulfurDioxide,0.5,424.96500000000003,8652124.944663325,0.08787233939307161,38.455192505149235,8.005027610860683
OPT,22,m-Xylene[0.50]&HeavyWater[0.50],mixture,m-Xylene,HeavyWater,0.5,630.3685,14300329.474331344,-0.05,-1.0,-1.0
OPT,23,n-Undecane[0.49]&Water[0.51],mixture,n-Undecane,Water,0.49,643.03096,8500525.484695878,0.10365270403842916,5.055635208347825,0.2034017634693192
OPT,24,n-Dodecane[0.50]&MethylLinolenate[0.50],mixture,n-Dodecane,MethylLinolenate,0.5,728.55,1625060.1048024136,-0.05,-1.0,-1.0
OPT,25,SulfurDioxide[0.49]&Water[0.51],mixture,SulfurDioxide,Water,0.49,528.1657020029523,22387551.664191026,0.021849628815624127,8.31540239449741,5.654200862138071
OPT,26,Water[0.50]&o-Xylene[0.50],mixture,Water,o-Xylene,0.5,638.6775,14610517.885076385,0.3380433009485871,9.668874311887706,3.999346481125412
OPT,27,MethylOleate[0.49]&HeavyWater[0.51],mixture,MethylOleate,HeavyWater,0.49,711.54197,5476496.91097932,-0.05,-1.0,-1.0
OPT,28,MethylLinolenate[0.50]&D6[0.50],mixture,MethylLinolenate,D6,0.5,722.39,1216016.74132806,-0.05,-1.0,-1.0
