order,mixture
1,MethylLinolenate
2,HeavyWater
3,Methanol
4,Dichloroethane
5,Water
6,D4
7,n-Decane
8,IsoButene
9,MD4M
10,Neopentane
11,Novec649
12,R142b
13,MethylPalmitate
14,R114
15,n-Dodecane
16,n-Undecane
17,MDM
18,MD2M
19,n-Butane
20,R236EA
21,D5
22,MD3M
23,D6
